site,transect,quadrat,Cover,Percent
Cape Meares,8,Low,algae,0
Cape Meares,8,Low,mussels,5
Cape Meares,8,Low,small_barnacles,0
Cape Meares,8,Low,large_barnacles,20
Cape Meares,8,Low,gooseneck_barnacles,10
Cape Meares,8,Low,anemone,50
Cape Meares,8,Mid,bare_rock,0
Cape Meares,8,Mid,algae,25
Cape Meares,8,Mid,mussels,40
Cape Meares,8,Mid,small_barnacles,2
Cape Meares,8,Mid,large_barnacles,60
Cape Meares,8,Mid,gooseneck_barnacles,35
Cape Meares,8,Mid,anemone,3
Cape Meares,8,High,bare_rock,80
Cape Meares,8,High,algae,0
Cape Meares,8,High,mussels,0
Cape Meares,8,High,small_barnacles,5
Cape Meares,8,High,large_barnacles,15
Cape Meares,8,High,gooseneck_barnacles,0
Cape Meares,8,High,anemone,0
Cape Meares,9,Low,bare_rock,45
Cape Meares,9,Low,algae,0
Cape Meares,9,Low,mussels,5
Cape Meares,9,Low,small_barnacles,0
Cape Meares,9,Low,large_barnacles,0
Cape Meares,9,Low,gooseneck_barnacles,0
Cape Meares,9,Low,anemone,50
Cape Meares,9,Mid,bare_rock,5
Cape Meares,9,Mid,algae,20
Cape Meares,9,Mid,mussels,45
Cape Meares,9,Mid,small_barnacles,25
Cape Meares,9,Mid,large_barnacles,40
Cape Meares,9,Mid,gooseneck_barnacles,5
Cape Meares,9,Mid,anemone,5
Cape Meares,9,High,bare_rock,70
Cape Meares,9,High,algae,0
Cape Meares,9,High,mussels,0
Cape Meares,9,High,small_barnacles,5
Cape Meares,9,High,large_barnacles,25
Cape Meares,9,High,gooseneck_barnacles,0
Cape Meares,9,High,anemone,0
Cape Meares,10,Low,bare_rock,0
Cape Meares,10,Low,algae,0
Cape Meares,10,Low,mussels,30
Cape Meares,10,Low,small_barnacles,0
Cape Meares,10,Low,large_barnacles,30
Cape Meares,10,Low,gooseneck_barnacles,10
Cape Meares,10,Low,anemone,35
Cape Meares,10,Mid,bare_rock,0
Cape Meares,10,Mid,algae,0
Cape Meares,10,Mid,mussels,60
Cape Meares,10,Mid,small_barnacles,0
Cape Meares,10,Mid,large_barnacles,90
Cape Meares,10,Mid,gooseneck_barnacles,15
Cape Meares,10,Mid,anemone,5
Cape Meares,10,High,bare_rock,55
Cape Meares,10,High,algae,15
Cape Meares,10,High,mussels,0
Cape Meares,10,High,small_barnacles,15
Cape Meares,10,High,large_barnacles,30
Cape Meares,10,High,gooseneck_barnacles,0
Cape Meares,10,High,anemone,0
Pyramid Point,1,Low,bare_rock,40
Pyramid Point,1,Low,algae,10
Pyramid Point,1,Low,mussels,15
Pyramid Point,1,Low,small_barnacles,0
Pyramid Point,1,Low,large_barnacles,1
Pyramid Point,1,Low,gooseneck_barnacles,30
Pyramid Point,1,Low,anemone,5
Pyramid Point,1,Mid,bare_rock,0
Pyramid Point,1,Mid,algae,0
Pyramid Point,1,Mid,mussels,75
Pyramid Point,1,Mid,small_barnacles,0
Pyramid Point,1,Mid,large_barnacles,5
Pyramid Point,1,Mid,gooseneck_barnacles,25
Pyramid Point,1,Mid,anemone,0
Pyramid Point,1,High,bare_rock,65
Pyramid Point,1,High,algae,10
Pyramid Point,1,High,mussels,0
Pyramid Point,1,High,small_barnacles,15
Pyramid Point,1,High,large_barnacles,10
Pyramid Point,1,High,gooseneck_barnacles,0
Pyramid Point,1,High,anemone,0
Pyramid Point,2,Low,bare_rock,60
Pyramid Point,2,Low,algae,5
Pyramid Point,2,Low,mussels,15
Pyramid Point,2,Low,small_barnacles,5
Pyramid Point,2,Low,large_barnacles,5
Pyramid Point,2,Low,gooseneck_barnacles,20
Pyramid Point,2,Low,anemone,10
Pyramid Point,2,Mid,bare_rock,5
Pyramid Point,2,Mid,algae,0
Pyramid Point,2,Mid,mussels,40
Pyramid Point,2,Mid,small_barnacles,5
Pyramid Point,2,Mid,large_barnacles,10
Pyramid Point,2,Mid,gooseneck_barnacles,60
Pyramid Point,2,Mid,anemone,0
Pyramid Point,2,High,bare_rock,30
Pyramid Point,2,High,algae,20
Pyramid Point,2,High,mussels,5
Pyramid Point,2,High,small_barnacles,10
Pyramid Point,2,High,large_barnacles,30
Pyramid Point,2,High,gooseneck_barnacles,0
Pyramid Point,2,High,anemone,0
Pyramid Point,3,Low,bare_rock,60
Pyramid Point,3,Low,algae,0
Pyramid Point,3,Low,mussels,15
Pyramid Point,3,Low,small_barnacles,20
Pyramid Point,3,Low,large_barnacles,0
Pyramid Point,3,Low,gooseneck_barnacles,25
Pyramid Point,3,Low,anemone,5
Pyramid Point,3,Mid,bare_rock,20
Pyramid Point,3,Mid,algae,0
Pyramid Point,3,Mid,mussels,70
Pyramid Point,3,Mid,small_barnacles,10
Pyramid Point,3,Mid,large_barnacles,10
Pyramid Point,3,Mid,gooseneck_barnacles,20
Pyramid Point,3,Mid,anemone,1
Pyramid Point,3,High,bare_rock,40
Pyramid Point,3,High,algae,20
Pyramid Point,3,High,mussels,15
Pyramid Point,3,High,small_barnacles,10
Pyramid Point,3,High,large_barnacles,15
Pyramid Point,3,High,gooseneck_barnacles,0
Pyramid Point,3,High,anemone,0
Pyramid Point,4,Low,bare_rock,70
Pyramid Point,4,Low,algae,0
Pyramid Point,4,Low,mussels,10
Pyramid Point,4,Low,small_barnacles,0
Pyramid Point,4,Low,large_barnacles,0
Pyramid Point,4,Low,gooseneck_barnacles,0
Pyramid Point,4,Low,anemone,20
Pyramid Point,4,Mid,bare_rock,5
Pyramid Point,4,Mid,algae,5
Pyramid Point,4,Mid,mussels,15
Pyramid Point,4,Mid,small_barnacles,5
Pyramid Point,4,Mid,large_barnacles,20
Pyramid Point,4,Mid,gooseneck_barnacles,70
Pyramid Point,4,Mid,anemone,0
Pyramid Point,4,High,bare_rock,25
Pyramid Point,4,High,algae,35
Pyramid Point,4,High,mussels,15
Pyramid Point,4,High,small_barnacles,10
Pyramid Point,4,High,large_barnacles,50
Pyramid Point,4,High,gooseneck_barnacles,0
Pyramid Point,4,High,anemone,0
Pyramid Point,5,Low,bare_rock,30
Pyramid Point,5,Low,algae,0
Pyramid Point,5,Low,mussels,20
Pyramid Point,5,Low,small_barnacles,20
Pyramid Point,5,Low,large_barnacles,5
Pyramid Point,5,Low,gooseneck_barnacles,35
Pyramid Point,5,Low,anemone,15
Pyramid Point,5,Mid,bare_rock,10
Pyramid Point,5,Mid,algae,0
Pyramid Point,5,Mid,mussels,80
Pyramid Point,5,Mid,small_barnacles,0
Pyramid Point,5,Mid,large_barnacles,0
Pyramid Point,5,Mid,gooseneck_barnacles,15
Pyramid Point,5,Mid,anemone,10
Pyramid Point,5,High,bare_rock,20
Pyramid Point,5,High,algae,15
Pyramid Point,5,High,mussels,5
Pyramid Point,5,High,small_barnacles,10
Pyramid Point,5,High,large_barnacles,50
Pyramid Point,5,High,gooseneck_barnacles,0
Pyramid Point,5,High,anemone,0
Pyramid Point,6,Low,bare_rock,70
Pyramid Point,6,Low,algae,1
Pyramid Point,6,Low,mussels,5
Pyramid Point,6,Low,small_barnacles,15
Pyramid Point,6,Low,large_barnacles,1
Pyramid Point,6,Low,gooseneck_barnacles,5
Pyramid Point,6,Low,anemone,10
Pyramid Point,6,Mid,bare_rock,15
Pyramid Point,6,Mid,algae,0
Pyramid Point,6,Mid,mussels,40
Pyramid Point,6,Mid,small_barnacles,5
Pyramid Point,6,Mid,large_barnacles,1
Pyramid Point,6,Mid,gooseneck_barnacles,50
Pyramid Point,6,Mid,anemone,5
Pyramid Point,6,High,bare_rock,30
Pyramid Point,6,High,algae,5
Pyramid Point,6,High,mussels,0
Pyramid Point,6,High,small_barnacles,5
Pyramid Point,6,High,large_barnacles,60
Pyramid Point,6,High,gooseneck_barnacles,0
Pyramid Point,6,High,anemone,0
Pyramid Point,7,Low,bare_rock,60
Pyramid Point,7,Low,algae,0
Pyramid Point,7,Low,mussels,20
Pyramid Point,7,Low,small_barnacles,50
Pyramid Point,7,Low,large_barnacles,20
Pyramid Point,7,Low,gooseneck_barnacles,0
Pyramid Point,7,Low,anemone,5
Pyramid Point,7,Mid,bare_rock,10
Pyramid Point,7,Mid,algae,0
Pyramid Point,7,Mid,mussels,85
Pyramid Point,7,Mid,small_barnacles,10
Pyramid Point,7,Mid,large_barnacles,5
Pyramid Point,7,Mid,gooseneck_barnacles,5
Pyramid Point,7,Mid,anemone,0
Pyramid Point,7,High,bare_rock,30
Pyramid Point,7,High,algae,5
Pyramid Point,7,High,mussels,25
Pyramid Point,7,High,small_barnacles,10
Pyramid Point,7,High,large_barnacles,50
Pyramid Point,7,High,gooseneck_barnacles,1
Pyramid Point,7,High,anemone,0
Pyramid Point,8,Low,bare_rock,20
Pyramid Point,8,Low,algae,0
Pyramid Point,8,Low,mussels,10
Pyramid Point,8,Low,small_barnacles,15
Pyramid Point,8,Low,large_barnacles,1
Pyramid Point,8,Low,gooseneck_barnacles,50
Pyramid Point,8,Low,anemone,10
Pyramid Point,8,Mid,bare_rock,5
Pyramid Point,8,Mid,algae,0
Pyramid Point,8,Mid,mussels,90
Pyramid Point,8,Mid,small_barnacles,50
Pyramid Point,8,Mid,large_barnacles,5
Pyramid Point,8,Mid,gooseneck_barnacles,10
Pyramid Point,8,Mid,anemone,0
Pyramid Point,8,High,bare_rock,20
Pyramid Point,8,High,algae,50
Pyramid Point,8,High,mussels,0
Pyramid Point,8,High,small_barnacles,10
Pyramid Point,8,High,large_barnacles,40
Pyramid Point,8,High,gooseneck_barnacles,0
Pyramid Point,8,High,anemone,0
Pyramid Point,9,Low,bare_rock,80
Pyramid Point,9,Low,algae,0
Pyramid Point,9,Low,mussels,5
Pyramid Point,9,Low,small_barnacles,10
Pyramid Point,9,Low,large_barnacles,5
Pyramid Point,9,Low,gooseneck_barnacles,5
Pyramid Point,9,Low,anemone,0
Pyramid Point,9,Mid,bare_rock,0
Pyramid Point,9,Mid,algae,0
Pyramid Point,9,Mid,mussels,95
Pyramid Point,9,Mid,small_barnacles,40
Pyramid Point,9,Mid,large_barnacles,5
Pyramid Point,9,Mid,gooseneck_barnacles,5
Pyramid Point,9,Mid,anemone,0
Pyramid Point,9,High,bare_rock,40
Pyramid Point,9,High,algae,10
Pyramid Point,9,High,mussels,5
Pyramid Point,9,High,small_barnacles,0
Pyramid Point,9,High,large_barnacles,40
Pyramid Point,9,High,gooseneck_barnacles,5
Pyramid Point,9,High,anemone,0
Pyramid Point,10,Low,bare_rock,40
Pyramid Point,10,Low,algae,0
Pyramid Point,10,Low,mussels,5
Pyramid Point,10,Low,small_barnacles,35
Pyramid Point,10,Low,large_barnacles,5
Pyramid Point,10,Low,gooseneck_barnacles,15
Pyramid Point,10,Low,anemone,0
Pyramid Point,10,Mid,bare_rock,25
Pyramid Point,10,Mid,algae,5
Pyramid Point,10,Mid,mussels,50
Pyramid Point,10,Mid,small_barnacles,15
Pyramid Point,10,Mid,large_barnacles,5
Pyramid Point,10,Mid,gooseneck_barnacles,15
Pyramid Point,10,Mid,anemone,0
Pyramid Point,10,High,bare_rock,15
Pyramid Point,10,High,algae,0
Pyramid Point,10,High,mussels,90
Pyramid Point,10,High,small_barnacles,20
Pyramid Point,10,High,large_barnacles,40
Pyramid Point,10,High,gooseneck_barnacles,1
Pyramid Point,10,High,anemone,0
